=== xsim kat_sim -R ===
BANKPOP t=5912280000 word=16fbd6ea8b888c8b acclen=72 vb=1
BANKPOP t=5912300000 word=e6a2a89ab0c26d46 acclen=88 vb=1
BANKPOP t=5912310000 word=f1619abc3519df6f acclen=64 vb=1
BANKPOP t=5912330000 word=8abdaf964adea193 acclen=80 vb=1
BANKPOP t=5912350000 word=796b453b8085fb3f acclen=96 vb=1
BANKPOP t=5912360000 word=2bd33550ef2063e3 acclen=72 vb=1
BANKPOP t=5912380000 word=599ee93d104fefd6 acclen=88 vb=1
BANKPOP t=5912390000 word=4fafb74ae2e00f98 acclen=64 vb=0
BANKPOP t=5912520000 word=388968ec4bca049f acclen=80 vb=1
BANKPOP t=5912540000 word=728b4dac690d7d84 acclen=96 vb=1
BANKPOP t=5912550000 word=f44d3bb732d989ee acclen=72 vb=1
BANKPOP t=5912570000 word=37ca99e9c9d3dc21 acclen=88 vb=1
BANKPOP t=5912580000 word=4cde2e62681b518f acclen=64 vb=1
BANKPOP t=5912600000 word=99bfad9319e0f2bb acclen=80 vb=1
BANKPOP t=5912620000 word=18b7f59a8bb2dc66 acclen=96 vb=1
BANKPOP t=5912630000 word=e3d36dbb6443a4d6 acclen=72 vb=1
BANKPOP t=5912650000 word=839ea45b8e58fa13 acclen=88 vb=1
BANKPOP t=5912660000 word=09d88634d55d4ca7 acclen=64 vb=1
BANKPOP t=5912680000 word=b4696875386a7c1c acclen=80 vb=1
BANKPOP t=5912700000 word=194a19d01d72143d acclen=96 vb=1
BANKPOP t=5912710000 word=bd06a6714f5b8f7e acclen=72 vb=1
BANKPOP t=5912730000 word=e4d1521bc160a757 acclen=88 vb=1
BANKPOP t=5912740000 word=36b047d8260d8a5f acclen=64 vb=1
BANKPOP t=5912760000 word=2d2a7564ad643d7f acclen=80 vb=1
BANKPOP t=5912780000 word=3bf7cef3e453b468 acclen=96 vb=1
BANKPOP t=5912790000 word=a58e0369955a2e08 acclen=72 vb=1
BANKPOP t=5912810000 word=911bb3977d14e030 acclen=88 vb=1
BANKPOP t=5912820000 word=e9e33fd43b03388b acclen=64 vb=1
BANKPOP t=5912840000 word=8522afa02dded9e0 acclen=80 vb=1
BANKPOP t=5912860000 word=ff68b9c3b2f0de4a acclen=96 vb=1
BANKPOP t=5912870000 word=fc38bb36d9fc4b38 acclen=72 vb=1
BANKPOP t=5912890000 word=73dc99639e91218b acclen=88 vb=1
BANKPOP t=5912900000 word=bf690339776c3ca1 acclen=64 vb=1
BANKPOP t=5912920000 word=e4e5979b5cfbed64 acclen=80 vb=1
BANKPOP t=5912940000 word=cbf23dc10480a84a acclen=96 vb=1
BANKPOP t=5912950000 word=c1d164c3da71c7ce acclen=72 vb=1
BANKPOP t=5912970000 word=ae152e5bae857480 acclen=88 vb=1
BANKPOP t=5912980000 word=9f5134c331293f62 acclen=64 vb=1
BANKPOP t=5913000000 word=2bed2b4288a708f4 acclen=80 vb=1
BANKPOP t=5913020000 word=1fb7d666b323ec6b acclen=96 vb=1
BANKPOP t=5913030000 word=79e3b4f64fc5efb4 acclen=72 vb=1
BANKPOP t=5913050000 word=577cf8bae9ce9e0b acclen=88 vb=1
BANKPOP t=5913060000 word=c75608a068f6e793 acclen=64 vb=1
BANKPOP t=5913080000 word=6d1b2fbf4462783b acclen=80 vb=1
BANKPOP t=5913100000 word=962349b4d25b5e58 acclen=96 vb=1
BANKPOP t=5913110000 word=945c293a859ab231 acclen=72 vb=1
BANKPOP t=5913130000 word=7887590fcbede9d6 acclen=88 vb=1
BANKPOP t=5913140000 word=b3c3c204e561cb98 acclen=64 vb=0
BANKPOP t=5913270000 word=26d07a009800d83e acclen=80 vb=1
BANKPOP t=5913290000 word=04a2993459bc7d8b acclen=96 vb=1
BANKPOP t=5913300000 word=adeeda3bf1eaec6d acclen=72 vb=1
BANKPOP t=5913320000 word=71a1ad259811ab5f acclen=88 vb=1
BANKPOP t=5913330000 word=d032e2e1aa3e0232 acclen=64 vb=1
BANKPOP t=5913350000 word=67ecef384924e945 acclen=80 vb=1
BANKPOP t=5913370000 word=90578ec68cb0100a acclen=96 vb=1
BANKPOP t=5913380000 word=c58e2613caf841c1 acclen=72 vb=1
BANKPOP t=5913400000 word=939971053c3c12c2 acclen=88 vb=1
BANKPOP t=5913410000 word=d9ffaf46c484ae91 acclen=64 vb=1
BANKPOP t=5913430000 word=be383d3f08ffb83c acclen=80 vb=1
BANKPOP t=5913450000 word=3ec547bc5a80088e acclen=96 vb=1
BANKPOP t=5913460000 word=ff85b01850922a28 acclen=72 vb=1
BANKPOP t=5913480000 word=b27b73d3facb7be3 acclen=88 vb=1
BANKPOP t=5913490000 word=09e47456185985e5 acclen=64 vb=1
BANKPOP t=5913510000 word=c9337d800e82993f acclen=80 vb=1
BANKPOP t=5913530000 word=5ff818ece8365e4c acclen=96 vb=1
BANKPOP t=5913540000 word=09f45ac1d73faf34 acclen=72 vb=1
BANKPOP t=5913560000 word=b7b9c9c052ae23b1 acclen=88 vb=1
BANKPOP t=5913570000 word=25f5c2c2b01c511a acclen=64 vb=1
BANKPOP t=5913590000 word=e62ca2e1caaf056f acclen=80 vb=1
BANKPOP t=5913610000 word=d1f0e758682fe2b8 acclen=96 vb=1
BANKPOP t=5913620000 word=ad714f368ed1847e acclen=72 vb=1
BANKPOP t=5913640000 word=061e0d0e57b874b0 acclen=88 vb=1
BANKPOP t=5913650000 word=860bfaa91a0b7b76 acclen=64 vb=1
BANKPOP t=5913670000 word=e851b3d979979a5a acclen=80 vb=1
BANKPOP t=5913690000 word=97ab7e40891d7495 acclen=96 vb=1
BANKPOP t=5913700000 word=82b0a0d73f9d0f4b acclen=72 vb=1
BANKPOP t=5913720000 word=d600efdf9b4826b1 acclen=88 vb=1
BANKPOP t=5913730000 word=66a1dad895c4c7a1 acclen=64 vb=1
BANKPOP t=5913750000 word=a836c2fb7d88640e acclen=80 vb=1
BANKPOP t=5913770000 word=e6f72bc66298c555 acclen=96 vb=1
BANKPOP t=5913780000 word=386f93931c43e4a7 acclen=72 vb=1
BANKPOP t=5913800000 word=5a57d3e0ac8458f3 acclen=88 vb=1
BANKPOP t=5913810000 word=19c2860606029bfe acclen=64 vb=1
BANKPOP t=5913830000 word=ef8e63c762e099c6 acclen=80 vb=1
BANKPOP t=5913850000 word=ac6350f41efd615a acclen=96 vb=1
BANKPOP t=5913860000 word=ee51e3befb91de58 acclen=72 vb=1
BANKPOP t=5913880000 word=748ee79b6c2de3a9 acclen=88 vb=1
BANKPOP t=5913890000 word=7377a9511654899d acclen=64 vb=0
BANKPOP t=5913960000 word=c77a13b91ab610bb acclen=104 vb=1
BANKPOP t=5913970000 word=dc40f234ef1d113f acclen=92 vb=1
BANKPOP t=5913980000 word=d74fd1cf3c9082aa acclen=80 vb=1
BANKPOP t=5913990000 word=a56b7e701fcb2e14 acclen=68 vb=1
BANKPOP t=5914010000 word=f3e474eaef0b7f62 acclen=108 vb=1
BANKPOP t=5914020000 word=8f0e3ceaf6f3e951 acclen=96 vb=1
BANKPOP t=5914030000 word=c3a53e3470e4d209 acclen=84 vb=1
BANKPOP t=5914040000 word=bce04e7451c36bca acclen=72 vb=1
BANKPOP t=5914060000 word=9f2ab88df79ed2c5 acclen=112 vb=1
BANKPOP t=5914070000 word=5e7c09132c4e1d16 acclen=100 vb=1
BANKPOP t=5914080000 word=082e9e49227c02b7 acclen=88 vb=1
BANKPOP t=5914090000 word=995bf11d817e67d9 acclen=76 vb=1
BANKPOP t=5914100000 word=b4411b9f0a396cb5 acclen=64 vb=1
BANKPOP t=5914120000 word=36d5ba96b02521a9 acclen=104 vb=1
BANKPOP t=5914130000 word=a1c38af7759c92a4 acclen=92 vb=1
BANKPOP t=5914140000 word=4aecd6a39703da87 acclen=80 vb=1
BANKPOP t=5914150000 word=c36de532e06bf099 acclen=68 vb=1
BANKPOP t=5914170000 word=f02ced34c4e71a48 acclen=108 vb=1
BANKPOP t=5914180000 word=eddd26757ebca181 acclen=96 vb=1
BANKPOP t=5914190000 word=b7af6eb8f9411cda acclen=84 vb=1
BANKPOP t=5914200000 word=cb2ba5d4248ca368 acclen=72 vb=1
BANKPOP t=5914220000 word=1c3aec8ad78e989a acclen=112 vb=1
BANKPOP t=5914230000 word=9848e4c3b3390e6e acclen=100 vb=1
BANKPOP t=5914240000 word=09a32118908e4ea8 acclen=88 vb=1
BANKPOP t=5914250000 word=7adf54bfd5085e8e acclen=76 vb=1
BANKPOP t=5914260000 word=9c310eeb93ec4531 acclen=64 vb=1
BANKPOP t=5914280000 word=69422ad134ac42d3 acclen=104 vb=1
BANKPOP t=5914290000 word=3a2d956fb1cf304d acclen=92 vb=1
BANKPOP t=5914300000 word=b74e6b81369a9225 acclen=80 vb=1
BANKPOP t=5914310000 word=61d391c468fe4d52 acclen=68 vb=1
BANKPOP t=5914330000 word=ef643b923e935da2 acclen=108 vb=1
BANKPOP t=5914340000 word=b6e26d030e423e29 acclen=96 vb=1
BANKPOP t=5914350000 word=e27cd6857177b98c acclen=84 vb=1
BANKPOP t=5914360000 word=4fe06349067dbdb8 acclen=72 vb=1
BANKPOP t=5914380000 word=d3d02e764adbe116 acclen=112 vb=1
BANKPOP t=5914390000 word=9954eec830141f75 acclen=100 vb=1
BANKPOP t=5914400000 word=d86ec86ded4bd653 acclen=88 vb=1
BANKPOP t=5914410000 word=b5263950a2ed2958 acclen=76 vb=1
BANKPOP t=5914420000 word=69ae56824d329d6f acclen=64 vb=1
BANKPOP t=5914440000 word=773adce9888dea17 acclen=104 vb=1
BANKPOP t=5914450000 word=5e79ce8fda9d643d acclen=92 vb=1
BANKPOP t=5914460000 word=bfdd53969d3ddb3d acclen=80 vb=1
BANKPOP t=5914470000 word=b54f89ddee7af51a acclen=68 vb=1
BANKPOP t=5914490000 word=e397022ed6003cb5 acclen=108 vb=1
BANKPOP t=5914500000 word=151d5cf3ed3814ca acclen=96 vb=1
BANKPOP t=5914510000 word=6be7e3ed0eb884c0 acclen=84 vb=1
BANKPOP t=5914520000 word=702f93cf3a85ceaf acclen=72 vb=1
BANKPOP t=5914540000 word=b68a5a044f36b613 acclen=112 vb=1
BANKPOP t=5914550000 word=9cd936387f6445e9 acclen=100 vb=1
BANKPOP t=5914560000 word=c0ab625de66f026e acclen=88 vb=1
BANKPOP t=5914570000 word=c0964d789626b6b6 acclen=76 vb=1
BANKPOP t=5914580000 word=af687f83a5fd7cdc acclen=64 vb=1
BANKPOP t=5914600000 word=3ad7430651756269 acclen=104 vb=1
BANKPOP t=5914610000 word=b8710b15731b1ca0 acclen=92 vb=1
BANKPOP t=5914620000 word=42e8f93cd53bfc90 acclen=80 vb=1
BANKPOP t=5914630000 word=d32e8abb29434a29 acclen=68 vb=1
BANKPOP t=5914650000 word=1aa925b9123f8e23 acclen=108 vb=1
BANKPOP t=5914660000 word=d9580a2febf9e8e6 acclen=96 vb=1
BANKPOP t=5914670000 word=245041341b78c6fc acclen=84 vb=1
BANKPOP t=5914680000 word=7964d128aa9dafea acclen=72 vb=1
BANKPOP t=5914700000 word=843bc7560e7cc899 acclen=112 vb=1
BANKPOP t=5914710000 word=13fa9f2482323284 acclen=100 vb=1
BANKPOP t=5914720000 word=2a4c6d227f1233f2 acclen=88 vb=1
BANKPOP t=5914730000 word=c4b1ace402230296 acclen=76 vb=1
BANKPOP t=5914740000 word=92aadeb3f6fc1c90 acclen=64 vb=1
BANKPOP t=5914760000 word=86053c0e965eabfa acclen=104 vb=1
BANKPOP t=5914770000 word=250e20c290875e35 acclen=92 vb=1
BANKPOP t=5914780000 word=4d453333e01b2f45 acclen=80 vb=1
BANKPOP t=5914790000 word=556f4ee5671e2920 acclen=68 vb=1
BANKPOP t=5914810000 word=3d471835b981b870 acclen=108 vb=1
BANKPOP t=5914820000 word=a76773a7b3b67cdb acclen=96 vb=1
BANKPOP t=5914830000 word=59adf7b7775a24c6 acclen=84 vb=1
BANKPOP t=5914840000 word=4ee5df5dcad55432 acclen=72 vb=1
BANKPOP t=5914860000 word=d72099bbd7193b54 acclen=112 vb=1
BANKPOP t=5914870000 word=277d83ffd595bc30 acclen=100 vb=1
BANKPOP t=5914880000 word=f23d65bf50d81c93 acclen=88 vb=1
BANKPOP t=5914890000 word=88bf94172187e29f acclen=76 vb=1
BANKPOP t=5914900000 word=aa78c42ea0362758 acclen=64 vb=1
BANKPOP t=5914920000 word=de7680191af7b27f acclen=104 vb=1
BANKPOP t=5914930000 word=b7c6d4130fd9af8a acclen=92 vb=1
BANKPOP t=5914940000 word=68341408d1df2ae0 acclen=80 vb=1
BANKPOP t=5914950000 word=89ff215ac636fb9f acclen=68 vb=1
BANKPOP t=5914970000 word=810283a6fddef169 acclen=108 vb=1
BANKPOP t=5914980000 word=c9aa0776fcee9bdf acclen=96 vb=1
BANKPOP t=5914990000 word=150a3a459d2868eb acclen=84 vb=1
BANKPOP t=5915000000 word=e9009fde7166b20e acclen=72 vb=1
BANKPOP t=5915020000 word=b2357f600c8735f8 acclen=112 vb=1
BANKPOP t=5915030000 word=1aec20f605ad397a acclen=100 vb=1
BANKPOP t=5915040000 word=ff75380e80507f26 acclen=88 vb=1
BANKPOP t=5915050000 word=92aa9f1266c86459 acclen=76 vb=1
BANKPOP t=5915060000 word=cf5f85834fb76983 acclen=64 vb=1
BANKPOP t=5915080000 word=495cd36099f83cfa acclen=104 vb=1
BANKPOP t=5915090000 word=cb1574ef21e73bcd acclen=92 vb=1
BANKPOP t=5915100000 word=c50d04d7042d283c acclen=80 vb=1
BANKPOP t=5915110000 word=18566636e4fe8a9b acclen=68 vb=1
BANKPOP t=5915130000 word=e64e6ab8c012d6f0 acclen=108 vb=1
BANKPOP t=5915140000 word=fd65efdeb35869cc acclen=96 vb=1
BANKPOP t=5915150000 word=026eebf965b09754 acclen=84 vb=1
BANKPOP t=5915160000 word=5381b0d97db77e02 acclen=72 vb=1
BANKPOP t=5915180000 word=7fb5015a574496ca acclen=112 vb=1
BANKPOP t=5915190000 word=1d4064009a31f164 acclen=100 vb=1
BANKPOP t=5915200000 word=83d16a73fe54a651 acclen=88 vb=1
BANKPOP t=5915210000 word=13eb39b33953290f acclen=76 vb=1
BANKPOP t=5915220000 word=e35c23112f630da4 acclen=64 vb=1
BANKPOP t=5915240000 word=91459335fc0bbf8f acclen=104 vb=1
BANKPOP t=5915250000 word=8cb9324efa532082 acclen=92 vb=1
BANKPOP t=5915260000 word=7ccceddf034b66cc acclen=80 vb=1
BANKPOP t=5915270000 word=39a60d444f34d00f acclen=68 vb=1
BANKPOP t=5915290000 word=acbdcd6b40b9a4fe acclen=108 vb=1
BANKPOP t=5915300000 word=89037db1c1e88036 acclen=96 vb=1
BANKPOP t=5915310000 word=ee8c54fcc4d8432f acclen=84 vb=1
BANKPOP t=5915320000 word=c367908acd999466 acclen=72 vb=1
BANKPOP t=5915340000 word=2516f6e3387cf377 acclen=112 vb=1
BANKPOP t=5915350000 word=63da4671b77723de acclen=100 vb=1
BANKPOP t=5915360000 word=eb21b735a32e7b7b acclen=88 vb=1
BANKPOP t=5915370000 word=706b80ab1456425c acclen=76 vb=1
BANKPOP t=5915380000 word=e41aebd580bf90da acclen=64 vb=1
BANKPOP t=5915400000 word=1d555cdc3d328474 acclen=104 vb=1
BANKPOP t=5915410000 word=a6d96b267e562e5b acclen=92 vb=1
BANKPOP t=5915420000 word=f62d54df4a5a4d29 acclen=80 vb=1
BANKPOP t=5915430000 word=4cc03056b234f3a8 acclen=68 vb=1
BANKPOP t=5915450000 word=4afaf90b8a5da200 acclen=108 vb=1
BANKPOP t=5915460000 word=7f4bc417fa13b4b2 acclen=96 vb=1
BANKPOP t=5915470000 word=66913b5b0c5bb8df acclen=84 vb=1
BANKPOP t=5915480000 word=f3463e28a8de41da acclen=72 vb=1
BANKPOP t=5915500000 word=ad64f31f57dd3cb1 acclen=112 vb=1
BANKPOP t=5915510000 word=f5c6ff1f4dcd671d acclen=100 vb=1
BANKPOP t=5915520000 word=8f94e9379209519c acclen=88 vb=1
BANKPOP t=5915530000 word=5f5893815528be5b acclen=76 vb=1
BANKPOP t=5915540000 word=c18e3ba041480d37 acclen=64 vb=1
BANKPOP t=5915560000 word=a60d1144e15a4aa9 acclen=104 vb=1
BANKPOP t=5915570000 word=3a6ce4bfd233d100 acclen=92 vb=1
BANKPOP t=5915580000 word=b1d99ef11e9214d1 acclen=80 vb=1
BANKPOP t=5915590000 word=2fda7745d234ea11 acclen=68 vb=1
BANKPOP t=5915610000 word=e3bec0c40e5d457f acclen=108 vb=1
BANKPOP t=5915620000 word=5ca2eb518b3a4572 acclen=96 vb=1
BANKPOP t=5915630000 word=924355c5cd869c9f acclen=84 vb=1
BANKPOP t=5915640000 word=ad114fcc20e7a8f6 acclen=72 vb=1
BANKPOP t=5915660000 word=15d29a07eba55e81 acclen=112 vb=1
BANKPOP t=5915670000 word=99e20b695f502ef3 acclen=100 vb=1
BANKPOP t=5915680000 word=72c3e0bc028574c0 acclen=88 vb=1
BANKPOP t=5915690000 word=17f5d6de0ff3a416 acclen=76 vb=1
BANKPOP t=5915700000 word=e69e207d45d2c764 acclen=64 vb=1
BANKPOP t=5915720000 word=a7e339512321c1fb acclen=104 vb=1
BANKPOP t=5915730000 word=a0dfcc50a3787be4 acclen=92 vb=1
BANKPOP t=5915740000 word=25ab65f7cb638b9d acclen=80 vb=1
BANKPOP t=5915750000 word=25ac61a6fc5f46d8 acclen=68 vb=1
BANKPOP t=5915770000 word=bddd89b511256858 acclen=108 vb=1
BANKPOP t=5915780000 word=0efbcae75f4deae3 acclen=96 vb=1
BANKPOP t=5915790000 word=b5c15ef21f044829 acclen=84 vb=1
BANKPOP t=5915800000 word=9614f3daedecd707 acclen=72 vb=1
BANKPOP t=5915820000 word=f4828dea305e552c acclen=112 vb=1
BANKPOP t=5915830000 word=6e022fcb55ec86e7 acclen=100 vb=1
BANKPOP t=5915840000 word=89c4dd41ebe77e0e acclen=88 vb=1
BANKPOP t=5915850000 word=5fa9b81c9fd289fb acclen=76 vb=1
BANKPOP t=5915860000 word=c66621f91d07c104 acclen=64 vb=1
BANKPOP t=5915880000 word=f7902060d1fbdc4d acclen=104 vb=1
BANKPOP t=5915890000 word=3e61d9dfeb9a4f82 acclen=92 vb=1
BANKPOP t=5915900000 word=af30b533074cc2ae acclen=80 vb=1
BANKPOP t=5915910000 word=c1c5af567ac90998 acclen=68 vb=1
BANKPOP t=5915930000 word=c3b79e0cb4fafd6c acclen=108 vb=1
BANKPOP t=5915940000 word=f1569567811580c7 acclen=96 vb=1
BANKPOP t=5915950000 word=49afacbbfbc3f135 acclen=84 vb=1
BANKPOP t=5915960000 word=8171339188eaa052 acclen=72 vb=1
BANKPOP t=5915980000 word=7524b90f97b3fd0c acclen=112 vb=1
BANKPOP t=5915990000 word=eaa8c6b2903b25c6 acclen=100 vb=1
BANKPOP t=5916000000 word=415fe30bad063f55 acclen=88 vb=1
BANKPOP t=5916010000 word=d9c5685257fa248a acclen=76 vb=1
BANKPOP t=5916020000 word=6e3d576173943f25 acclen=64 vb=1
BANKPOP t=5916040000 word=aee044fc4ced4dc1 acclen=104 vb=1
BANKPOP t=5916050000 word=510b10a7db82a177 acclen=92 vb=1
BANKPOP t=5916060000 word=8dc19b7baa57cec6 acclen=80 vb=1
BANKPOP t=5916070000 word=6e88dff8972aea8f acclen=68 vb=1
BANKPOP t=5916090000 word=fd9c0d46520e066f acclen=108 vb=1
BANKPOP t=5916100000 word=528cd5e5a7358de4 acclen=96 vb=1
BANKPOP t=5916110000 word=ab4021517c4630ca acclen=84 vb=1
BANKPOP t=5916120000 word=ef38efe2ba995359 acclen=72 vb=1
BANKPOP t=5916140000 word=a397c95ec64d4cac acclen=112 vb=1
BANKPOP t=5916150000 word=c7f22cbbe461fe87 acclen=100 vb=1
BANKPOP t=5916160000 word=5da230c92fe56774 acclen=88 vb=1
BANKPOP t=5916170000 word=6a5a7c99279d4403 acclen=76 vb=1
BANKPOP t=5916180000 word=3aa76c765ead47ac acclen=64 vb=1
BANKPOP t=5916200000 word=6b97d77ff88ddbcc acclen=104 vb=1
BANKPOP t=5916210000 word=fdc9785898455169 acclen=92 vb=1
BANKPOP t=5916220000 word=fd59c4371ee99f47 acclen=80 vb=1
BANKPOP t=5916230000 word=df251bf788892a00 acclen=68 vb=1
BANKPOP t=5916250000 word=4d1ad8bbb15e6343 acclen=108 vb=1
BANKPOP t=5916260000 word=28143e8df344c2d1 acclen=96 vb=1
BANKPOP t=5916270000 word=965b221f63347a93 acclen=84 vb=1
BANKPOP t=5916280000 word=673561d124ecad64 acclen=72 vb=1
BANKPOP t=5916300000 word=5d0d04530bd98672 acclen=112 vb=1
BANKPOP t=5916310000 word=c0fef58d98092f4d acclen=100 vb=1
BANKPOP t=5916320000 word=833b2707241a736d acclen=88 vb=1
BANKPOP t=5916330000 word=52253242c13e9399 acclen=76 vb=1
BANKPOP t=5916340000 word=b6f2c3e0800b17bf acclen=64 vb=1
BANKPOP t=5916360000 word=571f67fa2c72c5a0 acclen=104 vb=1
BANKPOP t=5916370000 word=7bbc1b0d96d49352 acclen=92 vb=1
BANKPOP t=5916380000 word=91c95edaea0c4fad acclen=80 vb=1
BANKPOP t=5916390000 word=e796c0240b3799e2 acclen=68 vb=1
BANKPOP t=5916410000 word=c2c1623836a25502 acclen=108 vb=1
BANKPOP t=5916420000 word=6253096dcab23ae6 acclen=96 vb=1
BANKPOP t=5916430000 word=658f822aa255818e acclen=84 vb=1
BANKPOP t=5916440000 word=6feeea0dc6dfad15 acclen=72 vb=1
BANKPOP t=5916460000 word=4af92e73633750a7 acclen=112 vb=1
BANKPOP t=5916470000 word=0240a05c7532fc7e acclen=100 vb=1
BANKPOP t=5916480000 word=4fbdea625b5cd633 acclen=88 vb=1
BANKPOP t=5916490000 word=0077f1a15c1085f6 acclen=76 vb=1
BANKPOP t=5916500000 word=d7e780802173b1dc acclen=64 vb=1
BANKPOP t=5916520000 word=3bcbda2248cb6064 acclen=104 vb=1
BANKPOP t=5916530000 word=6a7edd8691ed7985 acclen=92 vb=1
BANKPOP t=5916540000 word=f6c393d2c745c1ba acclen=80 vb=1
BANKPOP t=5916550000 word=2870b93090063582 acclen=68 vb=1
BANKPOP t=5916570000 word=384107374cc21bd0 acclen=108 vb=1
BANKPOP t=5916580000 word=0c40a683c88b9eaf acclen=96 vb=1
BANKPOP t=5916590000 word=0afd675e19a02c02 acclen=84 vb=1
BANKPOP t=5916600000 word=9db1ffd4cf25bdc2 acclen=72 vb=1
BANKPOP t=5916620000 word=e8ab0137eef00833 acclen=112 vb=1
BANKPOP t=5916630000 word=1006d0b425cc8387 acclen=100 vb=1
BANKPOP t=5916640000 word=973fc24f194adeac acclen=88 vb=1
BANKPOP t=5916650000 word=99721c93ff0984b2 acclen=76 vb=1
BANKPOP t=5916660000 word=7c8d3aefee331f09 acclen=64 vb=1
BANKPOP t=5916680000 word=939356a395f282b5 acclen=104 vb=1
BANKPOP t=5916690000 word=c1732028f400971f acclen=92 vb=1
BANKPOP t=5916700000 word=8d8656eb17507a76 acclen=80 vb=1
BANKPOP t=5916710000 word=29b230487ced680a acclen=68 vb=1
BANKPOP t=5916730000 word=7fc0f32545a92900 acclen=108 vb=1
BANKPOP t=5916740000 word=5ae02dfac93a9ada acclen=96 vb=1
BANKPOP t=5916750000 word=8aae2763546002a9 acclen=84 vb=1
BANKPOP t=5916760000 word=997aa2c1e24d05d9 acclen=72 vb=1
BANKPOP t=5916780000 word=7c759470c3dc8bca acclen=112 vb=1
BANKPOP t=5916790000 word=3bcd8b713ba178f0 acclen=100 vb=1
BANKPOP t=5916800000 word=221db52be5874110 acclen=88 vb=1
BANKPOP t=5916810000 word=2e67d5cd648aa512 acclen=76 vb=1
BANKPOP t=5916820000 word=a3131b2e8b2f95a9 acclen=64 vb=1
BANKPOP t=5916840000 word=a406c0bf0625344c acclen=104 vb=1
BANKPOP t=5916850000 word=da9b134533edaf76 acclen=92 vb=1
BANKPOP t=5916860000 word=03cd9a38e2122828 acclen=80 vb=1
BANKPOP t=5916870000 word=766162037794ba58 acclen=68 vb=1
BANKPOP t=5916890000 word=20d00624fe45f93a acclen=108 vb=1
BANKPOP t=5916900000 word=6abb744cb70a232c acclen=96 vb=1
BANKPOP t=5916910000 word=780447e2b08e6e61 acclen=84 vb=1
BANKPOP t=5916920000 word=d8fb2ec15aa08d50 acclen=72 vb=1
BANKPOP t=5916940000 word=5fc40bcb769af048 acclen=112 vb=1
BANKPOP t=5916950000 word=d0ff12001c3f35f8 acclen=100 vb=1
BANKPOP t=5916960000 word=e3bf659607047cbf acclen=88 vb=1
BANKPOP t=5916970000 word=87a0fa3017dc62b9 acclen=76 vb=1
BANKPOP t=5916980000 word=a28351e439448561 acclen=64 vb=1
BANKPOP t=5917000000 word=e8f49ee8626293f7 acclen=104 vb=1
BANKPOP t=5917010000 word=25d8808bd4da339a acclen=92 vb=1
BANKPOP t=5917020000 word=42e204ba58af6ab7 acclen=80 vb=1
BANKPOP t=5917030000 word=2360f3fb61930f90 acclen=68 vb=1
BANKPOP t=5917050000 word=459fe27c1d08a98b acclen=108 vb=1
BANKPOP t=5917060000 word=012d585ccdf9c77d acclen=96 vb=1
BANKPOP t=5917070000 word=24530733222fa06a acclen=84 vb=1
BANKPOP t=5917080000 word=736e7b909ecabd5a acclen=72 vb=1
BANKPOP t=5917100000 word=740028e8475a1715 acclen=112 vb=1
BANKPOP t=5917110000 word=c54fc228a030f547 acclen=100 vb=1
BANKPOP t=5917120000 word=f7e1ec8ff67e5ba6 acclen=88 vb=1
BANKPOP t=5917130000 word=581039e314fa7404 acclen=76 vb=1
BANKPOP t=5917140000 word=e281d519316f20bb acclen=64 vb=1
BANKPOP t=5917160000 word=0df410331f83c373 acclen=104 vb=1
BANKPOP t=5917170000 word=eccd472be37067fb acclen=92 vb=1
BANKPOP t=5917180000 word=ef1ed27022dec83c acclen=80 vb=1
BANKPOP t=5917190000 word=3c7956b1f0b6606e acclen=68 vb=1
BANKPOP t=5917210000 word=178a4d0f4283c0ac acclen=108 vb=1
BANKPOP t=5917220000 word=7da2d1a43b5ca518 acclen=96 vb=1
BANKPOP t=5917230000 word=ec286e4a23e277ed acclen=84 vb=1
BANKPOP t=5917240000 word=bf13a4208b84b5a7 acclen=72 vb=1
BANKPOP t=5917260000 word=b3634fc519883a7e acclen=112 vb=1
BANKPOP t=5917270000 word=b1c1f14f2343bb60 acclen=100 vb=1
BANKPOP t=5917280000 word=50e855d37fc43043 acclen=88 vb=1
BANKPOP t=5917290000 word=1285ab4306d8c80f acclen=76 vb=1
BANKPOP t=5917300000 word=1acca204fd1e7f33 acclen=64 vb=1
BANKPOP t=5917320000 word=0359363f71fd2851 acclen=104 vb=1
BANKPOP t=5917330000 word=ab803ec8114964fc acclen=92 vb=1
BANKPOP t=5917340000 word=cc9985875a844e88 acclen=80 vb=1
BANKPOP t=5917350000 word=ab7a843aa5c5a2e1 acclen=68 vb=1
BANKPOP t=5917370000 word=dd98a429b9abb587 acclen=108 vb=1
BANKPOP t=5917380000 word=22eba6a577fe9dac acclen=96 vb=1
BANKPOP t=5917390000 word=8b7041d427071f0e acclen=84 vb=1
BANKPOP t=5917400000 word=84bc7ade61646840 acclen=72 vb=1
BANKPOP t=5917420000 word=60bfa282c560729a acclen=112 vb=1
BANKPOP t=5917430000 word=a53211eeb356b32b acclen=100 vb=1
BANKPOP t=5917440000 word=b35427903342eadb acclen=88 vb=1
BANKPOP t=5917450000 word=7ac824a791f2468b acclen=76 vb=1
BANKPOP t=5917460000 word=c0dc564b43b5df7f acclen=64 vb=1
BANKPOP t=5917480000 word=4b78ea1814d90c1e acclen=104 vb=1
